#ChipID p1A p1B p1C p1D q1A q1B q1C q1D q1E q1F q1G q1H r1A r1B r1C r1D r1E
10549 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -3.006460119 0.2250768947 34.5597996 -0.07465550271 -0.9972093842 0.2250768947 3.006460119 -0.5906032137 -0.9972093842 0.07465550271
10550 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 0 0 34.5597996 -0.07465550271 -0.9972093842 0 0 -0.5906032137 -0.9972093842 0.07465550271
10551 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 3.006460119 -0.2250768947 34.5597996 -0.07465550271 -0.9972093842 -0.2250768947 -3.006460119 -0.5906032137 -0.9972093842 0.07465550271
10552 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 6.012920238 -0.4501537894 34.5597996 -0.07465550271 -0.9972093842 -0.4501537894 -6.012920238 -0.5906032137 -0.9972093842 0.07465550271
10553 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 9.019380356 -0.675230684 34.5597996 -0.07465550271 -0.9972093842 -0.675230684 -9.019380356 -0.5906032137 -0.9972093842 0.07465550271
10554 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -12.03082631 0.9006808406 34.5597996 -0.07465550271 -0.9972093842 0.9006808406 12.03082631 -1.989288514 -0.9972093842 0.07465550271
10555 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -15.03728643 1.125757735 34.5597996 -0.07465550271 -0.9972093842 1.125757735 15.03728643 -1.989288514 -0.9972093842 0.07465550271
10556 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -18.04374655 1.35083463 34.5597996 -0.07465550271 -0.9972093842 1.35083463 18.04374655 -1.989288514 -0.9972093842 0.07465550271
10557 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -21.05020667 1.575911525 34.5597996 -0.07465550271 -0.9972093842 1.575911525 21.05020667 -1.989288514 -0.9972093842 0.07465550271
10558 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -24.05666679 1.800988419 34.5597996 -0.07465550271 -0.9972093842 1.800988419 24.05666679 -1.989288514 -0.9972093842 0.07465550271
10559 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -27.06312691 2.026065314 34.5597996 -0.07465550271 -0.9972093842 2.026065314 27.06312691 -1.989288514 -0.9972093842 0.07465550271
10560 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -30.06958703 2.251142209 34.5597996 -0.07465550271 -0.9972093842 2.251142209 30.06958703 -1.989288514 -0.9972093842 0.07465550271
10561 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -30.06958703 2.251142209 34.5597996 -0.07465550271 -0.9972093842 2.251142209 30.06958703 -0.5906032137 -0.9972093842 0.07465550271
10562 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -27.06312691 2.026065314 34.5597996 -0.07465550271 -0.9972093842 2.026065314 27.06312691 -0.5906032137 -0.9972093842 0.07465550271
10563 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -24.05666679 1.800988419 34.5597996 -0.07465550271 -0.9972093842 1.800988419 24.05666679 -0.5906032137 -0.9972093842 0.07465550271
10564 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -21.05020667 1.575911525 34.5597996 -0.07465550271 -0.9972093842 1.575911525 21.05020667 -0.5906032137 -0.9972093842 0.07465550271
10565 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -18.04374655 1.35083463 34.5597996 -0.07465550271 -0.9972093842 1.35083463 18.04374655 -0.5906032137 -0.9972093842 0.07465550271
10566 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -15.03728643 1.125757735 34.5597996 -0.07465550271 -0.9972093842 1.125757735 15.03728643 -0.5906032137 -0.9972093842 0.07465550271
10567 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -12.03082631 0.9006808406 34.5597996 -0.07465550271 -0.9972093842 0.9006808406 12.03082631 -0.5906032137 -0.9972093842 0.07465550271
10568 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -33.08103298 2.476592365 34.5597996 -0.07465550271 -0.9972093842 2.476592365 33.08103298 -1.989288514 -0.9972093842 0.07465550271
10569 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -36.0874931 2.70166926 34.5597996 -0.07465550271 -0.9972093842 2.70166926 36.0874931 -1.989288514 -0.9972093842 0.07465550271
10570 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -39.09395322 2.926746155 34.5597996 -0.07465550271 -0.9972093842 2.926746155 39.09395322 -1.989288514 -0.9972093842 0.07465550271
10571 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -42.10041334 3.151823049 34.5597996 -0.07465550271 -0.9972093842 3.151823049 42.10041334 -1.989288514 -0.9972093842 0.07465550271
10572 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -45.10687346 3.376899944 34.5597996 -0.07465550271 -0.9972093842 3.376899944 45.10687346 -1.989288514 -0.9972093842 0.07465550271
10573 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -48.11333358 3.601976839 34.5597996 -0.07465550271 -0.9972093842 3.601976839 48.11333358 -1.989288514 -0.9972093842 0.07465550271
10574 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -51.1197937 3.827053733 34.5597996 -0.07465550271 -0.9972093842 3.827053733 51.1197937 -1.989288514 -0.9972093842 0.07465550271
10575 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -51.1197937 3.827053733 34.5597996 -0.07465550271 -0.9972093842 3.827053733 51.1197937 -0.5906032137 -0.9972093842 0.07465550271
10576 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -48.11333358 3.601976839 34.5597996 -0.07465550271 -0.9972093842 3.601976839 48.11333358 -0.5906032137 -0.9972093842 0.07465550271
10577 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -45.10687346 3.376899944 34.5597996 -0.07465550271 -0.9972093842 3.376899944 45.10687346 -0.5906032137 -0.9972093842 0.07465550271
10578 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -42.10041334 3.151823049 34.5597996 -0.07465550271 -0.9972093842 3.151823049 42.10041334 -0.5906032137 -0.9972093842 0.07465550271
10579 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -39.09395322 2.926746155 34.5597996 -0.07465550271 -0.9972093842 2.926746155 39.09395322 -0.5906032137 -0.9972093842 0.07465550271
10580 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -36.0874931 2.70166926 34.5597996 -0.07465550271 -0.9972093842 2.70166926 36.0874931 -0.5906032137 -0.9972093842 0.07465550271
10581 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -33.08103298 2.476592365 34.5597996 -0.07465550271 -0.9972093842 2.476592365 33.08103298 -0.5906032137 -0.9972093842 0.07465550271
10582 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -54.13123965 4.05250389 34.5597996 -0.07465550271 -0.9972093842 4.05250389 54.13123965 -1.989288514 -0.9972093842 0.07465550271
10583 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -57.13769977 4.277580785 34.5597996 -0.07465550271 -0.9972093842 4.277580785 57.13769977 -1.989288514 -0.9972093842 0.07465550271
10584 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -60.14415989 4.502657679 34.5597996 -0.07465550271 -0.9972093842 4.502657679 60.14415989 -1.989288514 -0.9972093842 0.07465550271
10585 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -63.15062001 4.727734574 34.5597996 -0.07465550271 -0.9972093842 4.727734574 63.15062001 -1.989288514 -0.9972093842 0.07465550271
10586 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -66.15708013 4.952811469 34.5597996 -0.07465550271 -0.9972093842 4.952811469 66.15708013 -1.989288514 -0.9972093842 0.07465550271
10587 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -69.16354025 5.177888363 34.5597996 -0.07465550271 -0.9972093842 5.177888363 69.16354025 -1.989288514 -0.9972093842 0.07465550271
10588 -1.369677417 0.1025401062 2.982780381 -0.2233041249 0.5963420388 34.61186781 1 -72.17000036 5.402965258 34.5597996 -0.07465550271 -0.9972093842 5.402965258 72.17000036 -1.989288514 -0.9972093842 0.07465550271
10589 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -72.17000036 5.402965258 34.5597996 -0.07465550271 -0.9972093842 5.402965258 72.17000036 -0.5906032137 -0.9972093842 0.07465550271
10590 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -69.16354025 5.177888363 34.5597996 -0.07465550271 -0.9972093842 5.177888363 69.16354025 -0.5906032137 -0.9972093842 0.07465550271
10591 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -66.15708013 4.952811469 34.5597996 -0.07465550271 -0.9972093842 4.952811469 66.15708013 -0.5906032137 -0.9972093842 0.07465550271
10592 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -63.15062001 4.727734574 34.5597996 -0.07465550271 -0.9972093842 4.727734574 63.15062001 -0.5906032137 -0.9972093842 0.07465550271
10593 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -60.14415989 4.502657679 34.5597996 -0.07465550271 -0.9972093842 4.502657679 60.14415989 -0.5906032137 -0.9972093842 0.07465550271
10594 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -57.13769977 4.277580785 34.5597996 -0.07465550271 -0.9972093842 4.277580785 57.13769977 -0.5906032137 -0.9972093842 0.07465550271
10595 -1.369677417 0.1025401062 2.982780381 -0.2233041249 1.991124146 34.50744826 1 -54.13123965 4.05250389 34.5597996 -0.07465550271 -0.9972093842 4.05250389 54.13123965 -0.5906032137 -0.9972093842 0.07465550271
10596 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 72.16919128 5.413761804 34.38380699 0.07480468405 -0.9971982046 5.413761804 -72.16919128 0.5906032137 -0.9971982046 -0.07480468405
10597 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 69.16276486 5.188235147 34.38380699 0.07480468405 -0.9971982046 5.188235147 -69.16276486 0.5906032137 -0.9971982046 -0.07480468405
10598 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 66.15633845 4.962708489 34.38380699 0.07480468405 -0.9971982046 4.962708489 -66.15633845 0.5906032137 -0.9971982046 -0.07480468405
10599 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 63.14991203 4.737181832 34.38380699 0.07480468405 -0.9971982046 4.737181832 -63.14991203 0.5906032137 -0.9971982046 -0.07480468405
10600 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 60.14348562 4.511655174 34.38380699 0.07480468405 -0.9971982046 4.511655174 -60.14348562 0.5906032137 -0.9971982046 -0.07480468405
10601 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 57.13705921 4.286128517 34.38380699 0.07480468405 -0.9971982046 4.286128517 -57.13705921 0.5906032137 -0.9971982046 -0.07480468405
10602 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 54.13063279 4.060601859 34.38380699 0.07480468405 -0.9971982046 4.060601859 -54.13063279 0.5906032137 -0.9971982046 -0.07480468405
10603 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 54.13063279 4.060601859 34.38380699 0.07480468405 -0.9971982046 4.060601859 -54.13063279 1.989288514 -0.9971982046 -0.07480468405
10604 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 57.13705921 4.286128517 34.38380699 0.07480468405 -0.9971982046 4.286128517 -57.13705921 1.989288514 -0.9971982046 -0.07480468405
10605 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 60.14348562 4.511655174 34.38380699 0.07480468405 -0.9971982046 4.511655174 -60.14348562 1.989288514 -0.9971982046 -0.07480468405
10606 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 63.14991203 4.737181832 34.38380699 0.07480468405 -0.9971982046 4.737181832 -63.14991203 1.989288514 -0.9971982046 -0.07480468405
10607 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 66.15633845 4.962708489 34.38380699 0.07480468405 -0.9971982046 4.962708489 -66.15633845 1.989288514 -0.9971982046 -0.07480468405
10608 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 69.16276486 5.188235147 34.38380699 0.07480468405 -0.9971982046 5.188235147 -69.16276486 1.989288514 -0.9971982046 -0.07480468405
10609 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 72.16919128 5.413761804 34.38380699 0.07480468405 -0.9971982046 5.413761804 -72.16919128 1.989288514 -0.9971982046 -0.07480468405
10610 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 51.1192206 3.834701194 34.38380699 0.07480468405 -0.9971982046 3.834701194 -51.1192206 0.5906032137 -0.9971982046 -0.07480468405
10611 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 48.11279418 3.609174536 34.38380699 0.07480468405 -0.9971982046 3.609174536 -48.11279418 0.5906032137 -0.9971982046 -0.07480468405
10612 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 45.10636777 3.383647879 34.38380699 0.07480468405 -0.9971982046 3.383647879 -45.10636777 0.5906032137 -0.9971982046 -0.07480468405
10613 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 42.09994136 3.158121221 34.38380699 0.07480468405 -0.9971982046 3.158121221 -42.09994136 0.5906032137 -0.9971982046 -0.07480468405
10614 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 39.09351494 2.932594564 34.38380699 0.07480468405 -0.9971982046 2.932594564 -39.09351494 0.5906032137 -0.9971982046 -0.07480468405
10615 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 36.08708853 2.707067906 34.38380699 0.07480468405 -0.9971982046 2.707067906 -36.08708853 0.5906032137 -0.9971982046 -0.07480468405
10616 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 33.08066211 2.481541248 34.38380699 0.07480468405 -0.9971982046 2.481541248 -33.08066211 0.5906032137 -0.9971982046 -0.07480468405
10617 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 33.08066211 2.481541248 34.38380699 0.07480468405 -0.9971982046 2.481541248 -33.08066211 1.989288514 -0.9971982046 -0.07480468405
10618 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 36.08708853 2.707067906 34.38380699 0.07480468405 -0.9971982046 2.707067906 -36.08708853 1.989288514 -0.9971982046 -0.07480468405
10619 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 39.09351494 2.932594564 34.38380699 0.07480468405 -0.9971982046 2.932594564 -39.09351494 1.989288514 -0.9971982046 -0.07480468405
10620 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 42.09994136 3.158121221 34.38380699 0.07480468405 -0.9971982046 3.158121221 -42.09994136 1.989288514 -0.9971982046 -0.07480468405
10621 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 45.10636777 3.383647879 34.38380699 0.07480468405 -0.9971982046 3.383647879 -45.10636777 1.989288514 -0.9971982046 -0.07480468405
10622 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 48.11279418 3.609174536 34.38380699 0.07480468405 -0.9971982046 3.609174536 -48.11279418 1.989288514 -0.9971982046 -0.07480468405
10623 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 51.1192206 3.834701194 34.38380699 0.07480468405 -0.9971982046 3.834701194 -51.1192206 1.989288514 -0.9971982046 -0.07480468405
10624 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 30.06924992 2.255640583 34.38380699 0.07480468405 -0.9971982046 2.255640583 -30.06924992 0.5906032137 -0.9971982046 -0.07480468405
10625 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 27.06282351 2.030113926 34.38380699 0.07480468405 -0.9971982046 2.030113926 -27.06282351 0.5906032137 -0.9971982046 -0.07480468405
10626 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 24.05639709 1.804587268 34.38380699 0.07480468405 -0.9971982046 1.804587268 -24.05639709 0.5906032137 -0.9971982046 -0.07480468405
10627 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 21.04997068 1.579060611 34.38380699 0.07480468405 -0.9971982046 1.579060611 -21.04997068 0.5906032137 -0.9971982046 -0.07480468405
10628 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 18.04354426 1.353533953 34.38380699 0.07480468405 -0.9971982046 1.353533953 -18.04354426 0.5906032137 -0.9971982046 -0.07480468405
10629 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 15.03711785 1.128007295 34.38380699 0.07480468405 -0.9971982046 1.128007295 -15.03711785 0.5906032137 -0.9971982046 -0.07480468405
10630 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 12.03069144 0.9024806379 34.38380699 0.07480468405 -0.9971982046 0.9024806379 -12.03069144 0.5906032137 -0.9971982046 -0.07480468405
10631 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 12.03069144 0.9024806379 34.38380699 0.07480468405 -0.9971982046 0.9024806379 -12.03069144 1.989288514 -0.9971982046 -0.07480468405
10632 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 15.03711785 1.128007295 34.38380699 0.07480468405 -0.9971982046 1.128007295 -15.03711785 1.989288514 -0.9971982046 -0.07480468405
10633 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 18.04354426 1.353533953 34.38380699 0.07480468405 -0.9971982046 1.353533953 -18.04354426 1.989288514 -0.9971982046 -0.07480468405
10634 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 21.04997068 1.579060611 34.38380699 0.07480468405 -0.9971982046 1.579060611 -21.04997068 1.989288514 -0.9971982046 -0.07480468405
10635 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 24.05639709 1.804587268 34.38380699 0.07480468405 -0.9971982046 1.804587268 -24.05639709 1.989288514 -0.9971982046 -0.07480468405
10636 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 27.06282351 2.030113926 34.38380699 0.07480468405 -0.9971982046 2.030113926 -27.06282351 1.989288514 -0.9971982046 -0.07480468405
10637 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 30.06924992 2.255640583 34.38380699 0.07480468405 -0.9971982046 2.255640583 -30.06924992 1.989288514 -0.9971982046 -0.07480468405
10638 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 9.019279241 0.6765799726 34.38380699 0.07480468405 -0.9971982046 0.6765799726 -9.019279241 0.5906032137 -0.9971982046 -0.07480468405
10639 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 6.012852827 0.4510533151 34.38380699 0.07480468405 -0.9971982046 0.4510533151 -6.012852827 0.5906032137 -0.9971982046 -0.07480468405
10640 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 3.006426414 0.2255266575 34.38380699 0.07480468405 -0.9971982046 0.2255266575 -3.006426414 0.5906032137 -0.9971982046 -0.07480468405
10641 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 0 0 34.38380699 0.07480468405 -0.9971982046 0 0 0.5906032137 -0.9971982046 -0.07480468405
10642 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -3.006426414 -0.2255266575 34.38380699 0.07480468405 -0.9971982046 -0.2255266575 3.006426414 0.5906032137 -0.9971982046 -0.07480468405
10643 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -6.012852827 -0.4510533151 34.38380699 0.07480468405 -0.9971982046 -0.4510533151 6.012852827 0.5906032137 -0.9971982046 -0.07480468405
10644 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -9.019279241 -0.6765799726 34.38380699 0.07480468405 -0.9971982046 -0.6765799726 9.019279241 0.5906032137 -0.9971982046 -0.07480468405
10645 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -9.019279241 -0.6765799726 34.38380699 0.07480468405 -0.9971982046 -0.6765799726 9.019279241 1.989288514 -0.9971982046 -0.07480468405
10646 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -6.012852827 -0.4510533151 34.38380699 0.07480468405 -0.9971982046 -0.4510533151 6.012852827 1.989288514 -0.9971982046 -0.07480468405
10647 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -3.006426414 -0.2255266575 34.38380699 0.07480468405 -0.9971982046 -0.2255266575 3.006426414 1.989288514 -0.9971982046 -0.07480468405
10648 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 0 0 34.38380699 0.07480468405 -0.9971982046 0 0 1.989288514 -0.9971982046 -0.07480468405
10649 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 3.006426414 0.2255266575 34.38380699 0.07480468405 -0.9971982046 0.2255266575 -3.006426414 1.989288514 -0.9971982046 -0.07480468405
10650 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 6.012852827 0.4510533151 34.38380699 0.07480468405 -0.9971982046 0.4510533151 -6.012852827 1.989288514 -0.9971982046 -0.07480468405
10651 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 9.019279241 0.6765799726 34.38380699 0.07480468405 -0.9971982046 0.6765799726 -9.019279241 1.989288514 -0.9971982046 -0.07480468405
10652 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -12.03069144 -0.9024806379 34.38380699 0.07480468405 -0.9971982046 -0.9024806379 12.03069144 0.5906032137 -0.9971982046 -0.07480468405
10653 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -15.03711785 -1.128007295 34.38380699 0.07480468405 -0.9971982046 -1.128007295 15.03711785 0.5906032137 -0.9971982046 -0.07480468405
10654 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -18.04354426 -1.353533953 34.38380699 0.07480468405 -0.9971982046 -1.353533953 18.04354426 0.5906032137 -0.9971982046 -0.07480468405
10655 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -21.04997068 -1.579060611 34.38380699 0.07480468405 -0.9971982046 -1.579060611 21.04997068 0.5906032137 -0.9971982046 -0.07480468405
10656 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -24.05639709 -1.804587268 34.38380699 0.07480468405 -0.9971982046 -1.804587268 24.05639709 0.5906032137 -0.9971982046 -0.07480468405
10657 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -27.06282351 -2.030113926 34.38380699 0.07480468405 -0.9971982046 -2.030113926 27.06282351 0.5906032137 -0.9971982046 -0.07480468405
10658 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -30.06924992 -2.255640583 34.38380699 0.07480468405 -0.9971982046 -2.255640583 30.06924992 0.5906032137 -0.9971982046 -0.07480468405
10659 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -30.06924992 -2.255640583 34.38380699 0.07480468405 -0.9971982046 -2.255640583 30.06924992 1.989288514 -0.9971982046 -0.07480468405
10660 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -27.06282351 -2.030113926 34.38380699 0.07480468405 -0.9971982046 -2.030113926 27.06282351 1.989288514 -0.9971982046 -0.07480468405
10661 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -24.05639709 -1.804587268 34.38380699 0.07480468405 -0.9971982046 -1.804587268 24.05639709 1.989288514 -0.9971982046 -0.07480468405
10662 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -21.04997068 -1.579060611 34.38380699 0.07480468405 -0.9971982046 -1.579060611 21.04997068 1.989288514 -0.9971982046 -0.07480468405
10663 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -18.04354426 -1.353533953 34.38380699 0.07480468405 -0.9971982046 -1.353533953 18.04354426 1.989288514 -0.9971982046 -0.07480468405
10664 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -15.03711785 -1.128007295 34.38380699 0.07480468405 -0.9971982046 -1.128007295 15.03711785 1.989288514 -0.9971982046 -0.07480468405
10665 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -0.5883548835 34.43627869 1 -12.03069144 -0.9024806379 34.38380699 0.07480468405 -0.9971982046 -0.9024806379 12.03069144 1.989288514 -0.9971982046 -0.07480468405
10666 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -33.08066211 -2.481541248 34.38380699 0.07480468405 -0.9971982046 -2.481541248 33.08066211 0.5906032137 -0.9971982046 -0.07480468405
10667 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -36.08708853 -2.707067906 34.38380699 0.07480468405 -0.9971982046 -2.707067906 36.08708853 0.5906032137 -0.9971982046 -0.07480468405
10668 -1.369662062 -0.1027450083 2.982746942 0.2237503453 -1.983121354 34.33165048 1 -39.09351494 -2.932594564 34.38380699 0.07480468405 -0.9971982046 -2.932594564 39.09351494 0.5906032137 -0.9971982046 -0.07480468405
